chamber,bill_id,vote_id,vote_chamber,motion,date,type,yes_count,no_count,other_count
lower,HB 127,NCV00008069,lower,A1 Stam   Second Reading,2013-04-10,other,53,64,3
lower,HB 137,NCV00008070,lower,Second Reading,2013-04-10,other,115,0,5
lower,HB 139,NCV00008071,lower,M11 Concur,2013-04-10,other,116,0,4
lower,HB 156,NCV00008072,lower,Second Reading,2013-04-11,other,99,12,9
lower,HB 156,NCV00008073,lower,A1 Stam   Second Reading,2013-04-11,other,109,1,10
lower,HB 192,NCV00008075,lower,Second Reading,2013-04-11,other,109,0,11
lower,HB 193,NCV00008076,upper,SECOND READING,2013-04-11,other,45,0,5
lower,HB 240,NCV00008077,lower,A1 Ramsey   Second Reading,2013-04-11,other,110,0,10
lower,HB 240,NCV00008078,lower,Second Reading,2013-04-11,other,110,0,10
lower,HB 261,NCV00008079,lower,Third Reading,2013-04-11,other,108,0,12
lower,HB 261,NCV00008080,lower,Second Reading,2013-04-10,other,114,0,6
lower,HB 276,NCV00008081,lower,Second Reading,2013-04-09,other,119,0,1
lower,HB 293,NCV00008082,lower,Second Reading,2013-04-08,other,113,0,7
lower,HB 296,NCV00008083,lower,Second Reading,2013-04-08,other,113,0,7
lower,HB 313,NCV00008085,lower,A1 Blackwell   Second Reading,2013-04-11,other,109,0,11
lower,HB 313,NCV00008086,lower,Second Reading,2013-04-11,other,109,0,11
lower,HB 317,NCV00008087,lower,Second Reading,2013-04-08,other,114,0,6
lower,HB 322,NCV00008088,lower,Second Reading,2013-04-09,other,119,0,1
lower,HB 346,NCV00008089,lower,Third Reading,2013-04-11,other,107,0,13
lower,HB 350,NCV00008092,lower,Second Reading,2013-04-08,other,114,0,6
lower,HR 363,NCV00008093,lower,R2 For Adoption,2013-04-09,other,117,0,3
lower,HB 383,NCV00008095,lower,Second Reading,2013-04-11,other,108,0,12
lower,HB 386,NCV00008096,lower,Second Reading,2013-04-11,other,110,0,10
lower,HB 386,NCV00008097,lower,A1 Glazier   Second Reading,2013-04-11,other,109,0,11
lower,HB 388,NCV00008098,lower,Second Reading,2013-04-08,other,114,0,6
lower,HB 392,NCV00008099,lower,Third Reading,2013-04-11,other,106,6,8
lower,HB 392,NCV00008100,lower,Second Reading,2013-04-09,other,96,22,2
lower,HB 396,NCV00008102,lower,Second Reading,2013-04-08,other,114,0,6
lower,HB 407,NCV00008103,lower,Second Reading,2013-04-11,other,108,0,12
lower,HB 416,NCV00008104,lower,Second Reading,2013-04-09,other,116,1,3
lower,HB 433,NCV00008106,lower,Second Reading,2013-04-11,other,108,0,12
lower,HB 439,NCV00008107,lower,Second Reading,2013-04-11,other,110,0,10
lower,HB 467,NCV00008108,lower,Second Reading,2013-04-11,other,112,0,8
lower,HB 488,NCV00008110,lower,A1 Stam   Second Reading,2013-04-11,other,104,5,11
lower,HB 510,NCV00008111,lower,Second Reading,2013-04-11,other,108,0,12
lower,HR 566,NCV00008112,lower,R2 For Adoption,2013-04-11,other,112,0,8
lower,HJR 599,NCV00008114,lower,Second Reading,2013-04-11,other,104,0,16
upper,SB 91,NCV00008115,lower,Third Reading,2013-04-15,other,87,25,8
upper,SB 290,NCV00008116,upper,THIRD READING,2013-04-15,other,44,0,6
upper,SB 358,NCV00008117,upper,Amendment 1,2013-04-15,other,43,0,7
upper,SB 358,NCV00008118,upper,Second Reading,2013-04-15,other,43,0,7
upper,SB 712,NCV00008119,upper,SECOND READING,2013-04-15,other,44,0,6
lower,HB 88,NCV00008120,lower,Second Reading,2013-04-15,other,112,0,8
lower,HB 240,NCV00008121,lower,Third Reading,2013-04-15,other,110,1,9
lower,HB 289,NCV00008122,lower,Second Reading,2013-04-15,other,112,0,8
lower,HB 321,NCV00008123,lower,Second Reading,2013-04-15,other,111,0,9
lower,HB 333,NCV00008125,lower,Second Reading,2013-04-15,other,112,0,8
lower,HB 390,NCV00008126,lower,Second Reading,2013-04-15,other,111,0,9
lower,HB 482,NCV00008127,lower,Second Reading,2013-04-15,other,112,0,8
lower,HB 488,NCV00008128,lower,Third Reading,2013-04-15,other,72,39,9
lower,HB 506,NCV00008129,lower,A1 Horn   Second Reading,2013-04-15,other,109,0,11
lower,HB 506,NCV00008130,lower,Second Reading,2013-04-15,other,109,0,11
upper,SB 117,NCV00008131,upper,Motion 9 To Concur,2013-04-16,other,0,48,2
upper,SB 122,NCV00008132,lower,Second Reading,2013-04-16,other,110,0,10
upper,SB 222,NCV00008134,upper,SECOND READING,2013-04-16,other,48,0,2
lower,HB 224,NCV00008135,upper,Amendment 1,2013-04-16,other,15,32,3
lower,HB 224,NCV00008136,upper,Second Reading,2013-04-16,other,33,14,3
lower,HB 591,NCV00008138,lower,Second Reading,2013-04-16,other,110,1,9
lower,HR 667,NCV00008139,lower,R2 For Adoption,2013-04-16,other,112,0,8
lower,HR 885,NCV00008140,lower,R2 For Adoption,2013-04-16,other,112,0,8
upper,SB 91,NCV00008142,upper,Motion 9 To Concur,2013-04-17,other,0,46,4
upper,SB 239,NCV00008143,upper,SECOND READING,2013-04-17,other,46,0,4
upper,SB 426,NCV00008144,upper,Second Reading,2013-04-17,other,41,5,4
upper,SB 426,NCV00008145,upper,Amendment 1,2013-04-17,other,46,0,4
upper,SB 635,NCV00008146,upper,SECOND READING,2013-04-17,other,42,4,4
upper,SB 639,NCV00008147,upper,SECOND READING,2013-04-17,other,44,2,4
lower,HB 10,NCV00008148,lower,M11 Not Concur,2013-04-17,other,112,0,8
lower,HB 75,NCV00008149,upper,SECOND READING,2013-04-17,other,46,0,4
lower,HR 198,NCV00008150,lower,R2 For Adoption,2013-04-17,other,110,0,10
lower,HB 203,NCV00008151,lower,Second Reading,2013-04-17,other,111,1,8
lower,HB 272,NCV00008152,lower,Second Reading,2013-04-17,other,110,1,9
upper,SB 180,NCV00008154,upper,SECOND READING,2013-04-18,other,44,0,6
upper,SB 181,NCV00008155,upper,Second Reading,2013-04-18,other,43,1,6
upper,SB 181,NCV00008156,upper,Amendment 1,2013-04-18,other,44,0,6
upper,SB 317,NCV00008157,upper,SECOND READING,2013-04-18,other,28,16,6
upper,SB 317,NCV00008158,upper,Third Reading,2013-04-18,other,28,16,6
upper,SB 344,NCV00008159,upper,Amendment 1,2013-04-18,other,44,0,6
upper,SB 344,NCV00008160,upper,Second Reading,2013-04-18,other,44,0,6
upper,SB 430,NCV00008161,upper,SECOND READING,2013-04-18,other,44,0,6
upper,SB 456,NCV00008162,upper,Amendment 1,2013-04-18,other,44,0,6
upper,SB 456,NCV00008163,upper,Second Reading,2013-04-18,other,44,0,6
upper,SB 520,NCV00008164,upper,SECOND READING,2013-04-18,other,44,0,6
lower,HB 135,NCV00008165,lower,Second Reading,2013-04-18,other,113,0,7
lower,HB 203,NCV00008167,lower,Third Reading,2013-04-18,other,112,1,7
lower,HB 248,NCV00008170,lower,Second Reading,2013-04-18,other,113,0,7
lower,HB 409,NCV00008171,lower,Second Reading,2013-04-18,other,113,0,7
lower,HB 449,NCV00008172,lower,Second Reading,2013-04-18,other,114,0,6
lower,HB 587,NCV00008174,lower,A1 Whitmire   Second Reading,2013-04-18,other,113,1,6
lower,HB 587,NCV00008175,lower,Second Reading,2013-04-18,other,113,1,6
lower,HB 588,NCV00008176,lower,Second Reading,2013-04-18,other,114,0,6
lower,HB 719,NCV00008177,lower,A1 Holloway   Second Reading,2013-04-18,other,113,1,6
upper,SB 56,NCV00008179,lower,Second Reading,2013-04-22,other,114,0,6
upper,SB 287,NCV00008181,upper,Amendment 1,2013-04-22,other,46,3,1
upper,SB 287,NCV00008182,upper,Second Reading,2013-04-22,other,26,23,1
upper,SB 325,NCV00008183,upper,SECOND READING,2013-04-22,other,33,17,0
upper,SB 325,NCV00008184,upper,Third Reading,2013-04-22,other,33,17,0
upper,SB 377,NCV00008185,upper,SECOND READING,2013-04-22,other,49,1,0
upper,SB 461,NCV00008186,upper,SECOND READING,2013-04-22,other,48,2,0
upper,SB 539,NCV00008187,upper,SECOND READING,2013-04-22,other,50,0,0
upper,SB 594,NCV00008188,upper,Amendment 2,2013-04-22,other,34,16,0
upper,SB 594,NCV00008189,upper,Amendment 2 Motion 1 To Table,2013-04-22,other,17,33,0
upper,SB 594,NCV00008190,upper,Second Reading,2013-04-22,other,35,15,0
lower,HB 222,NCV00008191,lower,M11 Concur,2013-04-22,other,114,1,5
lower,HB 238,NCV00008192,lower,Second Reading,2013-04-22,other,97,18,5
lower,HB 242,NCV00008193,lower,Third Reading,2013-04-22,other,114,0,6
lower,HB 315,NCV00008194,lower,Second Reading,2013-04-22,other,111,2,7
lower,HB 332,NCV00008195,lower,Second Reading,2013-04-22,other,115,0,5
lower,HB 409,NCV00008197,lower,Third Reading,2013-04-22,other,114,0,6
lower,HB 474,NCV00008198,lower,Second Reading,2013-04-22,other,115,0,5
lower,HB 597,NCV00008199,lower,Second Reading,2013-04-22,other,114,0,6
lower,HB 636,NCV00008200,lower,Second Reading,2013-04-22,other,115,0,5
lower,HB 652,NCV00008201,lower,A1 Davis   Second Reading,2013-04-22,other,115,0,5
lower,HB 652,NCV00008202,lower,Second Reading,2013-04-22,other,116,0,4
lower,HB 660,NCV00008203,lower,Second Reading,2013-04-22,other,114,2,4
lower,HB 706,NCV00008204,lower,Second Reading,2013-04-22,other,104,12,4
lower,HB 707,NCV00008205,lower,Second Reading,2013-04-22,other,116,0,4
upper,SB 56,NCV00008206,lower,Third Reading,2013-04-23,other,115,0,5
upper,SB 240,NCV00008207,lower,A1 Murry   Second Reading,2013-04-23,other,114,0,6
upper,SB 240,NCV00008208,lower,Second Reading,2013-04-23,other,114,0,6
lower,HB 238,NCV00008210,lower,Third Reading,2013-04-23,other,115,0,5
lower,HB 278,NCV00008211,lower,Second Reading,2013-04-23,other,115,0,5
lower,HB 641,NCV00008213,lower,Second Reading,2013-04-23,other,115,0,5
lower,HB 641,NCV00008214,lower,A1 Davis   Second Reading,2013-04-23,other,114,0,6
lower,HB 646,NCV00008215,lower,Second Reading,2013-04-23,other,115,0,5
lower,HR 668,NCV00008216,lower,R2 For Adoption,2013-04-23,other,114,0,6
lower,HB 701,NCV00008218,lower,Second Reading,2013-04-23,other,115,0,5
lower,HB 701,NCV00008219,lower,A1 Saine   Second Reading,2013-04-23,other,114,0,6
lower,HR 303,NCV00008220,lower,R2 For Adoption,2013-04-24,other,115,0,5
lower,HR 572,NCV00008221,lower,R2 For Adoption,2013-04-24,other,115,0,5
lower,HB 589,NCV00008222,lower,A6 Fisher   Second Reading,2013-04-24,other,113,4,3
lower,HB 589,NCV00008223,lower,A7 Glazier   Second Reading,2013-04-24,other,40,74,6
lower,HB 589,NCV00008224,lower,A8 Glazier   Second Reading,2013-04-24,other,39,73,8
lower,HB 589,NCV00008225,lower,"A9 Hall, D.   Second Reading",2013-04-24,other,40,74,6
lower,HB 589,NCV00008226,lower,A1 Tine   Second Reading,2013-04-24,other,116,0,4
lower,HB 589,NCV00008227,lower,A2 Jackson   Second Reading,2013-04-24,other,40,77,3
lower,HB 589,NCV00008228,lower,A4 Adams   Second Reading,2013-04-24,other,41,75,4
lower,HB 589,NCV00008229,lower,"A5 Graham, C.   Second Reading",2013-04-24,other,109,9,2
lower,HB 589,NCV00008230,lower,"A10 Ross, D.   Second Reading",2013-04-24,other,41,69,10
lower,HB 589,NCV00008231,lower,Second Reading,2013-04-24,other,80,36,4
lower,HB 589,NCV00008232,lower,Third Reading,2013-04-24,other,81,36,3
upper,SB 10,NCV00008233,lower,C RPT Adopted,2013-04-25,other,0,116,4
lower,HB 173,NCV00008234,lower,Second Reading,2013-04-25,other,112,1,7
lower,HB 173,NCV00008235,lower,A1 Horn   Second Reading,2013-04-25,other,115,0,5
lower,HR 210,NCV00008236,lower,R2 For Adoption,2013-04-25,other,110,0,10
lower,HB 279,NCV00008237,lower,Second Reading,2013-04-25,other,116,0,4
lower,HB 340,NCV00008238,lower,Second Reading,2013-04-25,other,113,2,5
lower,HB 391,NCV00008240,lower,Second Reading,2013-04-25,other,115,0,5
lower,HB 410,NCV00008241,lower,Second Reading,2013-04-25,other,117,0,3
lower,HB 452,NCV00008242,lower,Second Reading,2013-04-25,other,116,0,4
lower,HB 513,NCV00008244,lower,Second Reading,2013-04-25,other,115,2,3
lower,HB 524,NCV00008245,lower,Second Reading,2013-04-25,other,115,0,5
lower,HB 543,NCV00008246,lower,Second Reading,2013-04-25,other,117,0,3
lower,HB 605,NCV00008247,lower,Second Reading,2013-04-25,other,116,0,4
lower,HB 605,NCV00008248,lower,A1 Cotham   Second Reading,2013-04-25,other,116,0,4
lower,HB 686,NCV00008250,lower,Second Reading,2013-04-25,other,115,1,4
lower,HB 688,NCV00008251,lower,Second Reading,2013-04-25,other,115,2,3
lower,HB 756,NCV00008253,lower,Second Reading,2013-04-25,other,116,0,4
lower,HB 760,NCV00008254,lower,Second Reading,2013-04-25,other,114,0,6
lower,HB 761,NCV00008255,lower,A1 Hager   Second Reading,2013-04-25,other,116,0,4
lower,HB 761,NCV00008256,lower,Second Reading,2013-04-25,other,116,0,4
lower,HB 824,NCV00008257,lower,Second Reading,2013-04-25,other,115,0,5
lower,HR 1003,NCV00008259,lower,R2 For Adoption,2013-04-25,other,118,0,2
upper,SB 10,NCV00008260,upper,Conference Rpt Motion 8 To Adopt,2013-04-25,other,32,18,0
upper,SB 117,NCV00008261,upper,Conference Rpt Motion 8 To Adopt,2013-04-29,other,47,0,3
upper,SB 137,NCV00008262,upper,SECOND READING,2013-04-25,other,45,0,5
upper,SB 189,NCV00008263,upper,SECOND READING,2013-04-25,other,45,0,5
upper,SB 240,NCV00008265,upper,Motion 9 To Concur,2013-04-29,other,47,0,3
upper,SB 243,NCV00008266,upper,SECOND READING,2013-04-25,other,38,7,5
upper,SB 287,NCV00008267,upper,THIRD READING,2013-04-23,other,26,22,2
upper,SB 369,NCV00008268,upper,Motion 9 To Concur,2013-04-29,other,47,0,3
upper,SB 378,NCV00008269,upper,SECOND READING,2013-04-25,other,43,0,7
upper,SB 439,NCV00008270,upper,Second Reading,2013-04-25,other,45,0,5
upper,SB 439,NCV00008271,upper,Amendment 1,2013-04-25,other,45,0,5
upper,SB 452,NCV00008272,upper,SECOND READING,2013-04-29,other,44,4,2
upper,SB 455,NCV00008273,upper,SECOND READING,2013-04-24,other,49,0,1
upper,SB 505,NCV00008275,upper,SECOND READING,2013-04-29,other,48,0,2
upper,SB 516,NCV00008276,upper,Second Reading,2013-04-29,other,48,0,2
upper,SB 516,NCV00008277,upper,Amendment 1,2013-04-29,other,48,0,2
upper,SB 520,NCV00008278,upper,Amendment 1,2013-04-29,other,47,0,3
upper,SB 520,NCV00008279,upper,Third Reading,2013-04-29,other,47,0,3
upper,SB 539,NCV00008280,upper,Third Reading,2013-04-23,other,49,0,1
upper,SB 539,NCV00008281,upper,Amendment 1,2013-04-23,other,49,0,1
upper,SB 545,NCV00008282,upper,SECOND READING,2013-04-24,other,49,0,1
upper,SB 568,NCV00008283,upper,SECOND READING,2013-04-29,other,48,0,2
lower,HB 247,NCV00008284,upper,SECOND READING,2013-04-29,other,40,7,3
lower,HB 388,NCV00008285,upper,Second Reading,2013-04-24,other,49,0,1
lower,HB 488,NCV00008286,upper,Motion 6 - Postpone to certain day  THIRD READING,2013-04-29,other,16,32,2
lower,HB 488,NCV00008287,upper,Amendment 2,2013-04-29,other,48,0,2
lower,HB 488,NCV00008288,upper,Third Reading,2013-04-29,other,31,16,3
lower,HB 488,NCV00008289,upper,Amendment 1,2013-04-25,other,48,1,1
lower,HB 488,NCV00008290,upper,Second Reading,2013-04-25,other,29,15,6
lower,HJR 599,NCV00008291,upper,Second Reading,2013-04-25,other,35,0,15
upper,SB 75,NCV00008292,lower,Second Reading,2013-04-30,other,118,0,2
upper,SB 75,NCV00008293,lower,Third Reading,2013-04-30,other,118,0,2
upper,SB 83,NCV00008294,lower,Second Reading,2013-04-30,other,117,0,3
upper,SB 117,NCV00008295,lower,C RPT Adopted,2013-04-30,other,118,0,2
upper,SB 152,NCV00008296,lower,Second Reading,2013-04-30,other,118,0,2
upper,SB 152,NCV00008297,lower,Third Reading,2013-04-30,other,118,0,2
lower,HB 108,NCV00008298,lower,Third Reading,2013-04-30,other,118,0,2
lower,HB 108,NCV00008299,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 143,NCV00008301,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 153,NCV00008302,lower,Second Reading,2013-04-30,other,116,2,2
lower,HB 173,NCV00008303,lower,A3 Horn   Third Reading,2013-04-30,other,117,0,3
lower,HB 173,NCV00008304,lower,Third Reading,2013-04-30,other,117,1,2
lower,HB 173,NCV00008305,lower,A4 Faircloth   Third Reading,2013-04-30,other,118,0,2
lower,HB 379,NCV00008306,lower,Second Reading,2013-04-30,other,94,23,3
lower,HB 399,NCV00008307,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 399,NCV00008308,lower,A1 Burr   Second Reading,2013-04-30,other,118,0,2
lower,HB 404,NCV00008309,lower,Third Reading,2013-04-30,other,118,0,2
lower,HB 404,NCV00008310,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 412,NCV00008311,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 422,NCV00008312,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 422,NCV00008313,lower,Third Reading,2013-04-30,other,118,0,2
lower,HB 531,NCV00008314,lower,Third Reading,2013-04-30,other,83,35,2
lower,HB 635,NCV00008317,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 662,NCV00008318,lower,Second Reading,2013-04-30,other,117,0,3
lower,HB 763,NCV00008319,lower,Second Reading,2013-04-30,other,113,4,3
lower,HB 769,NCV00008320,lower,Second Reading,2013-04-30,other,107,11,2
lower,HB 788,NCV00008321,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 789,NCV00008322,lower,Second Reading,2013-04-30,other,118,0,2
lower,HB 879,NCV00008323,lower,A1 Davis   Second Reading,2013-04-30,other,118,0,2
upper,SB 98,NCV00008326,lower,Second Reading,2013-05-01,other,114,0,6
upper,SB 129,NCV00008327,upper,SECOND READING,2013-05-01,other,47,1,2
upper,SB 279,NCV00008328,upper,SECOND READING,2013-05-01,other,48,0,2
upper,SB 341,NCV00008329,upper,SECOND READING,2013-05-01,other,48,0,2
upper,SB 368,NCV00008330,upper,SECOND READING,2013-05-01,other,47,1,2
upper,SB 456,NCV00008331,lower,Second Reading,2013-05-01,other,116,0,4
upper,SB 507,NCV00008332,upper,SECOND READING,2013-05-01,other,48,0,2
upper,SB 612,NCV00008333,upper,Second Reading,2013-05-01,other,36,12,2
upper,SB 612,NCV00008334,upper,Amendment 1,2013-05-01,other,47,1,2
upper,SB 612,NCV00008335,upper,Amendment 2,2013-05-01,other,45,3,2
lower,HB 143,NCV00008336,lower,Third Reading,2013-05-01,other,114,0,6
lower,HB 149,NCV00008337,upper,SECOND READING,2013-04-30,other,47,0,3
lower,HB 200,NCV00008338,lower,Second Reading,2013-05-01,other,116,0,4
lower,HB 327,NCV00008339,lower,Second Reading,2013-05-01,other,117,0,3
lower,HB 331,NCV00008340,lower,Second Reading,2013-05-01,other,112,3,5
lower,HB 412,NCV00008341,lower,Third Reading,2013-05-01,other,116,0,4
lower,HB 484,NCV00008342,lower,A2 Tine   Second Reading,2013-05-01,other,114,0,6
lower,HB 484,NCV00008343,lower,A1 Whitmire   Second Reading,2013-05-01,other,116,0,4
lower,HB 484,NCV00008344,lower,Second Reading,2013-05-01,other,112,2,6
lower,HB 523,NCV00008346,lower,Second Reading,2013-05-01,other,81,34,5
lower,HB 555,NCV00008347,lower,M11 Concur,2013-05-01,other,114,1,5
lower,HB 581,NCV00008348,lower,Second Reading,2013-05-01,other,113,1,6
lower,HR 583,NCV00008349,lower,R2 For Adoption,2013-05-01,other,117,0,3
lower,HJR 708,NCV00008351,lower,Second Reading,2013-05-01,other,114,1,5
lower,HB 754,NCV00008352,lower,Second Reading,2013-05-01,other,116,0,4
lower,HB 867,NCV00008353,lower,Second Reading,2013-05-01,other,116,0,4
lower,HB 896,NCV00008354,lower,Second Reading,2013-05-01,other,116,0,4
lower,HJR 898,NCV00008355,lower,Second Reading,2013-05-01,other,117,0,3
lower,HB 903,NCV00008356,lower,Second Reading,2013-05-01,other,113,1,6
upper,SB 58,NCV00008357,upper,SECOND READING,2013-05-02,other,35,13,2
upper,SB 83,NCV00008358,upper,Motion 9 To Concur,2013-05-02,other,47,0,3
upper,SB 320,NCV00008359,upper,SECOND READING,2013-05-02,other,48,0,2
upper,SB 476,NCV00008360,upper,SECOND READING,2013-05-02,other,48,0,2
upper,SB 486,NCV00008361,upper,SECOND READING,2013-05-02,other,48,0,2
upper,SB 489,NCV00008362,upper,Amendment 4,2013-05-02,other,9,39,2
upper,SB 489,NCV00008363,upper,Amendment 2,2013-05-02,other,48,0,2
upper,SB 489,NCV00008364,upper,Amendment 1,2013-05-02,other,47,0,3
upper,SB 489,NCV00008365,upper,Amendment 3,2013-05-02,other,14,34,2
upper,SB 489,NCV00008366,upper,Amendment 6,2013-05-02,other,48,0,2
upper,SB 489,NCV00008367,upper,Amendment 5,2013-05-02,other,48,0,2
upper,SB 489,NCV00008368,upper,Second Reading,2013-05-02,other,39,9,2
upper,SB 493,NCV00008369,upper,SECOND READING,2013-05-02,other,47,0,3
upper,SB 547,NCV00008370,upper,SECOND READING,2013-05-02,other,47,0,3
upper,SB 557,NCV00008371,upper,SECOND READING,2013-05-02,other,47,0,3
upper,SB 612,NCV00008372,upper,Third Reading,2013-05-02,other,36,11,3
upper,SB 612,NCV00008373,upper,Amendment 3,2013-05-02,other,47,0,3
upper,SB 612,NCV00008374,upper,Amendment 4,2013-05-02,other,47,0,3
lower,HJR 55,NCV00008375,lower,Second Reading,2013-05-02,other,112,0,8
lower,HB 200,NCV00008377,lower,Third Reading,2013-05-02,other,112,0,8
lower,HB 418,NCV00008378,lower,Second Reading,2013-05-02,other,110,0,10
lower,HB 459,NCV00008379,lower,Second Reading,2013-05-02,other,112,0,8
lower,HB 460,NCV00008380,lower,Second Reading,2013-05-02,other,111,0,9
lower,HB 492,NCV00008383,lower,Second Reading,2013-05-02,other,111,0,9
lower,HB 515,NCV00008384,lower,Second Reading,2013-05-02,other,109,0,11
lower,HB 648,NCV00008385,lower,Second Reading,2013-05-02,other,112,0,8
lower,HB 648,NCV00008386,lower,A1 Michaux   Second Reading,2013-05-02,other,112,0,8
lower,HB 649,NCV00008387,lower,Second Reading,2013-05-02,other,109,0,11
lower,HB 649,NCV00008388,lower,"A1 Brawley, R.   Second Reading",2013-05-02,other,108,1,11
lower,HB 712,NCV00008389,lower,Second Reading,2013-05-02,other,111,0,9
lower,HB 762,NCV00008390,lower,Second Reading,2013-05-02,other,108,0,12
lower,HB 778,NCV00008391,lower,A1 Torbett   Second Reading,2013-05-02,other,112,0,8
lower,HB 778,NCV00008392,lower,Second Reading,2013-05-02,other,112,0,8
lower,HB 783,NCV00008393,lower,Second Reading,2013-05-02,other,112,0,8
lower,HB 839,NCV00008395,lower,A1 Martin   Second Reading,2013-05-02,other,112,0,8
lower,HB 872,NCV00008397,lower,Second Reading,2013-05-02,other,73,38,9
lower,HB 935,NCV00008398,lower,A1 Lucas   Second Reading,2013-05-02,other,47,61,12
lower,HB 935,NCV00008399,lower,Second Reading,2013-05-02,other,63,46,11
lower,HB 935,NCV00008400,lower,A2 Gill   Second Reading,2013-05-02,other,42,67,11
upper,SJR 35,NCV00008401,upper,Second Reading,2013-05-06,other,47,0,3
upper,SJR 35,NCV00008402,lower,Second Reading,2013-05-06,other,116,0,4
upper,SB 285,NCV00008404,upper,SECOND READING,2013-05-06,other,43,6,1
upper,SB 354,NCV00008405,upper,SECOND READING,2013-05-06,other,49,0,1
upper,SB 443,NCV00008406,upper,SECOND READING,2013-05-06,other,46,3,1
upper,SB 476,NCV00008407,upper,Third Reading,2013-05-06,other,49,0,1
upper,SB 476,NCV00008408,upper,Amendment 1,2013-05-06,other,49,0,1
upper,SB 489,NCV00008409,upper,Amendment 8,2013-05-06,other,13,35,2
upper,SB 489,NCV00008410,upper,Amendment 7,2013-05-06,other,15,33,2
upper,SB 489,NCV00008411,upper,Third Reading,2013-05-06,other,38,10,2
upper,SB 558,NCV00008412,upper,SECOND READING,2013-05-06,other,48,1,1
upper,SB 574,NCV00008413,upper,SECOND READING,2013-05-06,other,47,0,3
upper,SB 634,NCV00008414,upper,SECOND READING,2013-05-06,other,45,3,2
lower,HB 186,NCV00008415,lower,A1 Jeter   Second Reading,2013-05-06,other,115,0,5
lower,HB 220,NCV00008416,lower,Second Reading,2013-05-06,other,114,0,6
lower,HB 330,NCV00008417,lower,Second Reading,2013-05-06,other,113,0,7
lower,HB 361,NCV00008418,lower,Second Reading,2013-05-06,other,112,0,8
lower,HB 418,NCV00008419,lower,Third Reading,2013-05-06,other,112,3,5
lower,HB 457,NCV00008420,lower,M8 Re-Refer Finance  Second Reading,2013-05-06,other,85,29,6
lower,HB 457,NCV00008421,lower,M4 Previous Question/M8 Finance  Second Reading,2013-05-06,other,88,25,7
lower,HB 515,NCV00008422,lower,Third Reading,2013-05-06,other,114,0,6
lower,HB 532,NCV00008423,lower,Second Reading,2013-05-06,other,113,0,7
lower,HB 610,NCV00008424,lower,Second Reading,2013-05-06,other,62,51,7
lower,HB 829,NCV00008426,lower,Second Reading,2013-05-06,other,87,27,6
lower,HR 866,NCV00008428,lower,R2 For Adoption,2013-05-06,other,116,0,4
lower,HB 937,NCV00008429,lower,Second Reading,2013-05-06,other,76,38,6
lower,HB 937,NCV00008430,lower,M4 Previous Question  Second Reading,2013-05-06,other,73,40,7
lower,HB 937,NCV00008431,lower,A5 Insko M3 To Lay On The Table  Second Reading,2013-05-06,other,73,40,7
lower,HB 937,NCV00008432,lower,A4 Harrison M3 To Lay On The Table  Second Reading,2013-05-06,other,74,40,6
lower,HB 937,NCV00008433,lower,A1 Luebke M3 To Lay On The Table  Second Reading,2013-05-06,other,74,39,7
lower,HB 937,NCV00008435,lower,A3 Jackson M3 To Lay On The Table  Second Reading,2013-05-06,other,71,41,8
upper,SB 91,NCV00008436,lower,C RPT Adopted,2013-05-07,other,106,10,4
lower,HB 101,NCV00008437,lower,Second Reading,2013-05-07,other,83,36,1
lower,HB 101,NCV00008438,lower,M4 Previous Question  Second Reading,2013-05-07,other,72,43,5
lower,HB 133,NCV00008439,lower,Second Reading,2013-05-07,other,119,0,1
lower,HB 149,NCV00008440,lower,M11 Concur,2013-05-07,other,113,0,7
lower,HB 217,NCV00008442,lower,Second Reading,2013-05-07,other,92,26,2
lower,HB 402,NCV00008443,lower,Second Reading,2013-05-07,other,115,1,4
lower,HB 402,NCV00008444,lower,A1 Jeter   Second Reading,2013-05-07,other,118,0,2
lower,HB 405,NCV00008445,lower,Second Reading,2013-05-07,other,110,8,2
lower,HB 505,NCV00008446,lower,Second Reading,2013-05-07,other,111,0,9
lower,HB 585,NCV00008448,lower,A1 Lewis   Second Reading,2013-05-07,other,118,0,2
lower,HB 610,NCV00008450,lower,Third Reading,2013-05-07,other,73,45,2
lower,HB 611,NCV00008451,lower,"A1 Brawley, W.   Second Reading",2013-05-07,other,119,0,1
lower,HB 611,NCV00008452,lower,Second Reading,2013-05-07,other,119,0,1
lower,HB 671,NCV00008453,lower,Second Reading,2013-05-07,other,119,0,1
lower,HB 687,NCV00008454,lower,Second Reading,2013-05-07,other,119,0,1
lower,HR 696,NCV00008455,lower,R2 For Adoption,2013-05-07,other,114,0,6
lower,HB 716,NCV00008456,lower,Second Reading,2013-05-07,other,79,40,1
lower,HB 716,NCV00008457,lower,A1 Schaffer   Second Reading,2013-05-07,other,118,0,2
lower,HB 935,NCV00008459,lower,Third Reading,2013-05-07,other,69,49,2
