state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
nc,2011,upper,SB 10,Children's Advocacy Centers Funds.,2011-02-01 17:38:01.227000,2012-08-22 02:04:21.349000,bill,"Family and Children Issues|Public Services|Judiciary|Crime|Health|Budget, Spending, and Taxes|State Agencies"
nc,2011,upper,SB 100,Injury Prevention Funds.,2011-02-23 00:07:31.235000,2012-08-22 02:04:24.457000,bill,"State Agencies|Education|Other|Public Services|Budget, Spending, and Taxes"
nc,2011,upper,SB 101,Perinatal Quality Care Funds.,2011-02-23 00:07:31.238000,2012-08-22 02:04:24.463000,bill,"Family and Children Issues|Public Services|Other|Health|Budget, Spending, and Taxes|State Agencies|Science and Medical Research"
nc,2011,upper,SB 102,Child Death Research Funds.,2011-02-23 00:07:31.241000,2012-08-22 02:04:24.467000,bill,"Family and Children Issues|Public Services|Other|Health|Budget, Spending, and Taxes|State Agencies|Science and Medical Research"
nc,2011,upper,SB 103,Mountains-to-Sea Trail Special Plate.,2011-02-23 00:07:31.258000,2012-08-22 02:04:24.473000,bill,Recreation|Public Services|Other|Transportation|Legal Issues
nc,2011,upper,SB 104,Funds for Arthritis Services of Charlotte.,2011-02-23 00:07:31.260000,2012-08-22 02:04:24.476000,bill,"Municipal and County Issues|Public Services|Health|Budget, Spending, and Taxes|Federal, State, and Local Relations|Business and Consumers"
nc,2011,upper,SB 105,Increase Penalties/Murder and DWI Deaths.,2011-02-23 00:07:31.263000,2012-08-30 01:52:46.231000,bill,Transportation|Legislative Affairs|Public Services|Judiciary|Crime|Other
nc,2011,upper,SB 106,Defense of Marriage.,2011-02-23 00:07:31.267000,2012-08-22 02:04:24.671000,bill,Government Reform|Transportation|Legislative Affairs|Family and Children Issues|Public Services|Sexual Orientation and Gender Issues|Campaign Finance and Election Issues
nc,2011,upper,SB 107,Tax of Improved Prop. in Roadway Corridors.,2011-02-23 00:07:31.269000,2012-08-30 01:52:46.335000,bill,"Transportation|Legal Issues|Legislative Affairs|Public Services|Budget, Spending, and Taxes|Housing and Property"
nc,2011,upper,SB 108,Civil Litigation Costs Reform Act of 2011.,2011-02-23 00:07:31.271000,2012-08-22 02:04:24.696000,bill,"Public Services|Legal Issues|Budget, Spending, and Taxes|Judiciary"
nc,2011,upper,SB 109,Spending Cuts for the Current Fiscal Year.,2011-02-23 00:07:31.274000,2012-08-30 01:52:46.372000,bill,"State Agencies|Public Services|Legislative Affairs|Budget, Spending, and Taxes|Executive Branch"
nc,2011,upper,SB 11,NC Military Business Center Funds.,2011-02-01 17:38:01.229000,2012-08-22 02:04:21.354000,bill,"Military|Public Services|Education|Budget, Spending, and Taxes|Commerce"
nc,2011,upper,SB 110,Permit Terminal Groins.,2011-02-24 00:08:03.608000,2012-08-30 01:52:46.417000,bill,Municipal and County Issues|Legislative Affairs|Public Services|Agriculture and Food|Environmental|Housing and Property|State Agencies|Legal Issues
nc,2011,upper,SB 111,Designate Kidney Month.,2011-02-24 00:08:03.610000,2012-08-22 02:04:24.926000,bill,Public Services|Education|Health|Legislative Affairs
nc,2011,upper,SB 112,Disapprove Pharmacy Board Rule.,2011-02-24 00:08:03.612000,2012-08-22 02:04:24.933000,bill,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|Health|State Agencies
nc,2011,upper,SB 113,GED Classes & Tests Offered in English Only.,2011-02-24 00:08:03.614000,2012-08-22 02:04:24.943000,bill,State Agencies|Education|Other|Public Services
nc,2011,upper,SB 114,No Standardized Testing Unless Req'd by Feds.,2011-02-24 00:08:03.616000,2012-08-22 02:04:24.956000,bill,State Agencies|Education|Public Services
nc,2011,upper,SB 115,Coverage for Treatment of Autism Disorders.,2011-02-24 00:08:03.634000,2012-08-22 02:04:24.977000,bill,Public Services|Civil Liberties and Civil Rights|Labor and Employment|Health|State Agencies|Education|Insurance
nc,2011,upper,SB 116,Funds/NC Special Olympics.,2011-02-24 00:08:03.636000,2012-08-22 02:04:25.012000,bill,"Recreation|Public Services|Health|Budget, Spending, and Taxes|Federal, State, and Local Relations|State Agencies|Business and Consumers"
nc,2011,upper,SB 117,Eliminate EITC Refundability Provision.,2011-02-24 00:08:03.663000,2012-08-22 02:04:25.085000,bill,"Public Services|Budget, Spending, and Taxes"
nc,2011,upper,SB 118,Downtown Service District Definition.,2011-02-24 00:08:03.665000,2012-08-30 01:52:46.569000,bill,Housing and Property|Public Services|Municipal and County Issues|Legislative Affairs|Commerce
nc,2011,upper,SB 119,Beaufort/Use of Parking Meter Proceeds.,2011-02-24 00:08:03.667000,2012-08-22 02:04:25.169000,bill,"Other|Transportation|Budget, Spending, and Taxes|Municipal and County Issues"
nc,2011,upper,SB 12,Texfi Cleanup Funds.,2011-02-01 17:38:01.231000,2012-08-22 02:04:21.388000,bill,"Environmental|Public Services|Health|Municipal and County Issues|Budget, Spending, and Taxes"
nc,2011,upper,SB 120,New Bern Charter Amendments.,2011-02-24 00:08:03.668000,2012-08-30 01:52:46.624000,bill,Government Reform|Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|Other|State Agencies
nc,2011,upper,SB 121,Eligibility Requirements/Public Assistance.,2011-02-24 00:08:03.671000,2012-08-22 02:04:25.250000,bill,Social Issues|Municipal and County Issues|Drugs|Public Services|State Agencies|Education
nc,2011,upper,SB 122,NC Morgan Horse Club Special Plate.,2011-02-24 00:08:03.701000,2012-09-14 01:10:59.878000,bill,"Transportation|Legal Issues|Public Services|Agriculture and Food|Other|Federal, State, and Local Relations|Animal Rights and Wildlife Issues"
nc,2011,upper,SB 123,Eliminate Motor Vehicle Safety Inspections.,2011-02-25 00:08:33.538000,2012-08-22 02:04:25.322000,bill,Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Other
nc,2011,upper,SB 124,Add Supt. to NC Econ. Dev. Bd.,2011-02-25 00:08:33.540000,2012-08-22 02:04:25.349000,bill,Commerce|Public Services|Other|State Agencies|Education|Business and Consumers
nc,2011,upper,SB 125,Regional Schools.,2011-02-25 00:08:33.542000,2012-08-30 01:52:47.434000,bill,Legislative Affairs|Municipal and County Issues|Agriculture and Food|Labor and Employment|Technology and Communication|State Agencies|Education|Science and Medical Research
nc,2011,upper,SB 126,Drivers License/Military ID Validity.,2011-02-25 00:08:33.544000,2012-08-30 01:52:47.604000,bill,Military|Public Services|Transportation|Legal Issues|Labor and Employment
nc,2011,upper,SB 127,Special Plate for the Carolinas Golf Assoc.,2011-02-25 00:08:33.546000,2012-08-22 02:04:25.383000,bill,Recreation|Public Services|Other|Transportation|Legal Issues
nc,2011,upper,SB 128,HWY 17 to Be U.S. Marine Corps Highway.,2011-02-25 00:08:33.548000,2012-08-22 02:04:25.387000,bill,"Military|Public Services|Other|Transportation|Budget, Spending, and Taxes"
nc,2011,upper,SB 129,State Mineral is Gold.,2011-02-25 00:08:33.550000,2012-08-28 02:14:58.908000,bill,Environmental|Public Services|Other|Legislative Affairs|Commerce
nc,2011,upper,SB 13,Balanced Budget Act of 2011.,2011-02-01 17:38:01.233000,2012-08-28 02:14:51.029000,bill,"Commerce|Social Issues|Legal Issues|Legislative Affairs|Labor and Employment|Public Services|Recreation|Executive Branch|Agriculture and Food|Environmental|Other|Health|Budget, Spending, and Taxes|State Agencies|Business and Consumers|Insurance"
nc,2011,upper,SB 130,Wine Distribution Territories.,2011-02-25 00:08:33.552000,2012-08-30 01:52:47.850000,bill,Commerce|Legal Issues|Legislative Affairs|Public Services|Other|State Agencies
nc,2011,upper,SB 131,AOC Collection Assistance Fee.,2011-02-25 00:08:33.575000,2012-08-30 01:52:47.890000,bill,Commerce|Public Services|Municipal and County Issues|Legislative Affairs|Legal Issues
nc,2011,upper,SB 132,Interpreting Services in the Courts.,2011-02-25 00:08:33.577000,2012-08-22 02:04:25.685000,bill,"Public Services|Judiciary|Labor and Employment|Other|Budget, Spending, and Taxes|Welfare and Poverty"
nc,2011,upper,SB 133,Modernize Jury List Procedures.,2011-02-25 00:08:33.579000,2012-08-30 01:52:48.127000,bill,Legal Issues|Legislative Affairs|Public Services|Judiciary|Other|Technology and Communication|Housing and Property
nc,2011,upper,SB 134,Chief Dist. Ct Judge Appoints Magistrates.,2011-02-25 00:08:33.580000,2012-08-22 02:04:25.913000,bill,Government Reform|Legislative Affairs|Public Services|Judiciary|Campaign Finance and Election Issues|State Agencies
nc,2011,upper,SB 135,Allow Juvenile Record/Risk Determination/Bond.,2011-02-25 00:08:33.582000,2012-08-30 01:52:48.544000,bill,Legislative Affairs|Family and Children Issues|Public Services|Judiciary|Crime|Other|State Agencies
nc,2011,upper,SB 136,USO of North Carolina Special Plate.,2011-02-25 00:08:33.584000,2012-08-22 02:04:26.082000,bill,"Transportation|Legal Issues|Public Services|Other|Federal, State, and Local Relations|Military"
nc,2011,upper,SB 137,Establish Forgivable Loan Fund.,2011-02-25 00:08:33.600000,2012-08-30 01:52:48.662000,bill,Commerce|Public Services|Other|Education|Legislative Affairs
nc,2011,upper,SB 138,Greensboro Symphony Special Plate.,2011-02-25 00:08:33.602000,2012-08-22 02:04:26.123000,bill,Transportation|Legal Issues|Municipal and County Issues|Public Services|Other|Arts and Humanities
nc,2011,upper,SB 139,Gubernatorial Team Ticket Implementing.,2011-02-25 00:08:33.604000,2012-08-22 02:04:26.134000,bill,Campaign Finance and Election Issues|State Agencies|Public Services|Executive Branch|Legislative Affairs
nc,2011,upper,SB 14,Expand Duties of Economic Dev. Oversight Comm.,2011-02-01 17:38:01.235000,2012-08-22 02:04:21.636000,bill,"Commerce|Legal Issues|Legislative Affairs|Public Services|Trade|Budget, Spending, and Taxes|State Agencies"
nc,2011,upper,SB 140,Leadership Limits/Gubernatorial Team Ticket.,2011-02-25 00:08:33.608000,2012-08-22 02:04:26.144000,bill,Government Reform|Legislative Affairs|Public Services|Executive Branch|Campaign Finance and Election Issues|State Agencies
nc,2011,upper,SB 141,Law Enforcement/Various Other Changes.,2011-02-25 00:08:33.611000,2012-08-30 01:52:48.904000,bill,Transportation|Legal Issues|Legislative Affairs|Environmental|Energy|Guns|Judiciary|Crime|Labor and Employment|Other|Gambling and Gaming|Housing and Property|State Agencies|Business and Consumers|Public Services
nc,2011,upper,SB 143,Detention Facility Requirements.,2011-02-25 00:08:33.615000,2012-08-30 01:52:49.220000,bill,Public Services|Municipal and County Issues|Legislative Affairs|Crime
nc,2011,upper,SB 144,Cash Converters Must Keep Purchase Records.,2011-02-25 00:08:33.638000,2012-08-30 01:52:49.409000,bill,Commerce|Public Services|Legal Issues|Legislative Affairs|Crime
nc,2011,upper,SB 145,Southern Shores Canal Dredging/Maintenance.,2011-02-25 00:08:33.641000,2012-08-22 02:04:26.920000,bill,Commerce|Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Environmental|Other
nc,2011,upper,SB 146,Suspend Plastic Bag Ban/Supply Disruption.,2011-03-01 00:13:01.417000,2012-08-30 01:52:49.495000,bill,Commerce|Recreation|Legislative Affairs|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Health|Arts and Humanities
nc,2011,upper,SB 147,Prevent Neural Tube Birth Defects/Funds.,2011-03-02 00:09:44.510000,2012-08-22 02:04:27.083000,bill,"Public Services|Sexual Orientation and Gender Issues|Health|Budget, Spending, and Taxes|Reproductive Issues|Federal, State, and Local Relations|State Agencies|Education|Business and Consumers"
nc,2011,upper,SB 148,GSC Tech Corrections/Other Changes.,2011-03-02 00:09:44.513000,2012-08-30 01:52:49.614000,bill,"Legislative Affairs|Public Services|Crime|Labor and Employment|Other|Health|Business and Consumers|Animal Rights and Wildlife Issues|Welfare and Poverty|Legal Issues|Drugs|Judiciary|Executive Branch|Guns|Environmental|Gambling and Gaming|Commerce|Budget, Spending, and Taxes|Technology and Communication|Military|Agriculture and Food|State Agencies|Science and Medical Research"
nc,2011,upper,SB 149,Lenoir and Greene Voter ID/Sunday Voting.,2011-03-02 00:09:44.515000,2012-08-30 01:52:49.637000,bill,Legislative Affairs|Municipal and County Issues|Public Services|Crime|Campaign Finance and Election Issues|Technology and Communication|State Agencies|Guns
nc,2011,upper,SB 15,Create Global Engagement Study Committee.,2011-02-01 17:38:01.236000,2012-08-22 02:04:21.640000,bill,Commerce|Legislative Affairs|Public Services|Trade|Other|State Agencies|Education
nc,2011,upper,SB 150,Amend Drug Trafficking Sentence.,2011-03-02 00:09:44.527000,2012-08-22 02:04:27.151000,bill,Drugs|Public Services|Crime
nc,2011,upper,SB 151,Wake Commissioners Districting/Vacancies.,2011-03-02 00:09:44.529000,2012-08-22 02:04:27.163000,bill,Campaign Finance and Election Issues|Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 152,22nd Senatorial District Local Act.,2011-03-02 00:09:44.531000,2012-08-22 02:04:27.174000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 153,Special Plate for the Given Memorial Library.,2011-03-02 00:09:44.543000,2012-08-22 02:04:27.179000,bill,Recreation|Transportation|Legal Issues|Municipal and County Issues|Public Services|Other
nc,2011,upper,SB 154,Abolish Higher Education Bond Oversight Comm.,2011-03-02 00:09:44.545000,2012-08-30 01:52:49.796000,bill,"State Agencies|Education|Budget, Spending, and Taxes|Legislative Affairs|Public Services"
nc,2011,upper,SB 155,Local Stormwater Utility Fees.,2011-03-02 00:09:44.559000,2012-08-30 01:52:49.822000,bill,"Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Budget, Spending, and Taxes|Housing and Property|Legal Issues"
nc,2011,upper,SB 156,16th Senatorial District Local Act.,2011-03-02 00:09:44.561000,2012-08-22 02:04:27.209000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 157,43rd  Senatorial District Local Act.,2011-03-02 00:09:44.563000,2012-08-22 02:04:27.213000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 158,PED to Study Motor Fleet Management.,2011-03-02 00:09:44.566000,2012-08-22 02:04:27.218000,bill,State Agencies|Other|Transportation|Public Services|Legislative Affairs
nc,2011,upper,SB 159,Convey Blue Ridge Corr. Fac to Mayland CC.,2011-03-02 00:09:44.597000,2012-08-30 01:52:49.953000,bill,Education|Business and Consumers|Legislative Affairs|Municipal and County Issues|Crime
nc,2011,upper,SB 16,Obtain Blood Sample/Implied-Consent Laws.,2011-02-01 17:38:01.238000,2012-08-30 01:52:38.853000,bill,Transportation|Legislative Affairs|Drugs|Public Services|Crime|Education
nc,2011,upper,SB 160,29th Senatorial District Local Act.,2011-03-02 00:09:44.599000,2012-08-22 02:04:27.342000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 161,Lenoir Fox Trapping.,2011-03-02 00:09:44.601000,2012-08-22 02:04:27.346000,bill,Environmental|State Agencies|Legislative Affairs|Animal Rights and Wildlife Issues|Municipal and County Issues
nc,2011,upper,SB 162,10th Senatorial District Local Act.,2011-03-02 00:09:44.602000,2012-08-22 02:04:27.391000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 163,50th Senatorial District Local Act.,2011-03-02 00:09:44.604000,2012-08-22 02:04:27.396000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 164,Modify Property Tax Base Exclusions.,2011-03-02 00:09:44.616000,2012-08-22 02:04:27.401000,bill,"Commerce|Legal Issues|Public Services|Budget, Spending, and Taxes|Housing and Property|Business and Consumers"
nc,2011,upper,SB 165,NC Turnpike Authority Corridor Selection.,2011-03-02 00:09:44.618000,2012-08-30 01:52:50.207000,bill,State Agencies|Public Services|Transportation|Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 166,No Adult Left Behind.,2011-03-02 00:09:44.629000,2012-08-30 01:52:50.316000,bill,"Commerce|Legislative Affairs|Public Services|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Education"
nc,2011,upper,SB 167,Allow Expansion of Capitated Waiver.,2011-03-02 00:09:44.630000,2012-08-22 02:04:27.457000,bill,State Agencies|Public Services|Health|Insurance|Welfare and Poverty
nc,2011,upper,SB 168,Reed Gold Mine Revolving Fund.,2011-03-02 00:09:44.632000,2012-08-22 02:04:27.480000,bill,"Municipal and County Issues|Public Services|Environmental|Arts and Humanities|Budget, Spending, and Taxes|Business and Consumers"
nc,2011,upper,SB 169,Study Innovations/Incentives in Education.,2011-03-02 00:09:44.634000,2012-08-22 02:04:27.486000,bill,"Legislative Affairs|Public Services|Other|Budget, Spending, and Taxes|State Agencies|Education"
nc,2011,upper,SB 170,Clarify Nuisance Abatement Laws.,2011-03-02 00:09:44.636000,2012-08-22 02:04:27.491000,bill,Legal Issues|Drugs|Public Services|Crime|Gambling and Gaming|Housing and Property
nc,2011,upper,SB 171,36th Senatorial District Local Act.,2011-03-02 00:09:44.637000,2012-08-22 02:04:27.584000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 172,Classroom Experience for School Personnel.,2011-03-02 00:09:44.639000,2012-08-22 02:04:27.588000,bill,Labor and Employment|State Agencies|Education|Public Services|Municipal and County Issues
nc,2011,upper,SB 173,48th Senatorial District Local Act.,2011-03-02 00:09:44.641000,2012-08-22 02:04:27.595000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 174,18th Senatorial District Local Act.,2011-03-02 00:09:44.643000,2012-08-22 02:04:27.598000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 175,31st Senatorial District Local Act.,2011-03-02 00:09:44.645000,2012-08-22 02:04:27.618000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 176,35th Senatorial District Local Act.,2011-03-02 00:09:44.646000,2012-08-22 02:04:27.640000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 177,Greensboro Rental Property Utility Liens.,2011-03-03 00:13:28.963000,2012-08-22 02:04:27.789000,bill,Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Other|Housing and Property
nc,2011,upper,SB 178,41st Senatorial District Local Act.,2011-03-03 00:13:28.965000,2012-08-22 02:04:27.805000,bill,Transportation|Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 179,Failure to Carry or Complete Alien Reg. Docs.,2011-03-03 00:13:28.967000,2012-08-22 02:04:27.809000,bill,Public Services|Immigration|Technology and Communication|Crime
nc,2011,upper,SB 18,Clarify Definition/Jud. District/State Bar.,2011-02-02 05:19:26.318000,2012-08-30 01:52:38.999000,bill,Legislative Affairs|Municipal and County Issues|Public Services|Judiciary|Labor and Employment|Legal Issues
nc,2011,upper,SB 180,Add FOP Member to Crim. Just. Training Comm.,2011-03-03 00:13:28.969000,2012-08-22 02:04:27.813000,bill,"Legal Issues|Public Services|Crime|Other|Federal, State, and Local Relations|State Agencies"
nc,2011,upper,SB 181,Underground Storage Tank Prgrm. Amends.,2011-03-03 00:13:28.971000,2012-08-22 02:04:27.819000,bill,"Legislative Affairs|Public Services|Environmental|Other|Health|Budget, Spending, and Taxes|State Agencies"
nc,2011,upper,SB 182,Statewide Email Subscription Lists.,2011-03-03 00:13:28.972000,2012-08-30 01:52:50.622000,bill,State Agencies|Public Services|Legislative Affairs|Municipal and County Issues|Technology and Communication
nc,2011,upper,SB 183,Selective Vegetation Removal/State Highways .,2011-03-03 00:13:28.974000,2012-08-28 02:15:02.184000,bill,Commerce|Transportation|Legislative Affairs|Public Services|Environmental|Other|Technology and Communication
nc,2011,upper,SB 184,Building Code/School Animal Husbandry Bldgs.,2011-03-03 00:13:28.986000,2012-08-22 02:04:28.092000,bill,Municipal and County Issues|Public Services|Agriculture and Food|Labor and Employment|Housing and Property|State Agencies|Education|Animal Rights and Wildlife Issues
nc,2011,upper,SB 185,15th Senatorial District Local Act.,2011-03-03 00:13:28.988000,2012-08-22 02:04:28.098000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 186,Military Service Notation on Drivers Licenses.,2011-03-03 00:13:28.991000,2012-08-22 02:04:28.108000,bill,Military|Public Services|Transportation|Legal Issues|Labor and Employment
nc,2011,upper,SB 187,Modifications/2012 Appropriations Act.,2011-03-03 00:13:28.993000,2012-08-30 01:52:50.950000,bill,"Legislative Affairs|Public Services|Recreation|Crime|Labor and Employment|Other|Health|Business and Consumers|Welfare and Poverty|Transportation|Legal Issues|Municipal and County Issues|Environmental|Arts and Humanities|Gambling and Gaming|Commerce|Social Issues|Budget, Spending, and Taxes|Family and Children Issues|Energy|Agriculture and Food|State Agencies|Education|Insurance|Science and Medical Research"
nc,2011,upper,SB 188,High Point Furniture Market Funds.,2011-03-03 00:13:28.995000,2012-08-22 02:04:28.325000,bill,"Commerce|Public Services|Municipal and County Issues|Budget, Spending, and Taxes|Housing and Property"
nc,2011,upper,SB 189,46th Senatorial District Local Act.,2011-03-03 00:13:28.997000,2012-08-22 02:04:28.344000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 19,Union Fire Fee Sunset Repealed.,2011-02-02 05:19:26.320000,2012-08-22 02:04:22.066000,bill,Public Services|Other|Municipal and County Issues|Legislative Affairs|Legal Issues
nc,2011,upper,SB 190,Allow Electronic Signatures on Death Certs.,2011-03-03 00:13:28.998000,2012-08-22 02:04:28.355000,bill,Public Services|Labor and Employment|Other|Health|Technology and Communication|State Agencies
nc,2011,upper,SB 191,LME Governance.,2011-03-03 00:13:29,2012-08-30 01:52:51.348000,bill,"Education|Government Reform|Legislative Affairs|Family and Children Issues|Drugs|Public Services|Municipal and County Issues|Campaign Finance and Election Issues|Labor and Employment|Other|Health|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Welfare and Poverty|Business and Consumers|Insurance|Legal Issues"
nc,2011,upper,SB 192,7th Senatorial District Local Act.,2011-03-03 00:13:29.002000,2012-08-22 02:04:28.455000,bill,Transportation|Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 193,48th Senatorial District Local Act.,2011-03-03 00:13:29.003000,2012-08-22 02:04:28.463000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 194,Alternative Fuel Vehicle Incentives.,2011-03-03 00:13:29.005000,2012-08-30 01:52:51.409000,bill,Transportation|Legislative Affairs|Energy|Environmental|Other|Public Services
nc,2011,upper,SB 195,Operation of Mopeds.,2011-03-03 00:13:29.007000,2012-08-22 02:04:28.662000,bill,Public Services|Transportation|Insurance|Legal Issues
nc,2011,upper,SB 196,Appropriations Act of 2011.,2011-03-03 00:13:29.009000,2012-08-22 02:04:28.666000,bill,"Public Services|Transportation|Budget, Spending, and Taxes"
nc,2011,upper,SB 197,34th Senatorial District Local Act.,2011-03-03 00:13:29.010000,2012-08-22 02:04:28.673000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 198,Local Governments Fund Court Resources.,2011-03-04 00:13:39.535000,2012-08-22 02:04:28.677000,bill,Labor and Employment|Public Services|Business and Consumers|Judiciary|Municipal and County Issues
nc,2011,upper,SB 199,Change Effective Date S.L. 2010-131.,2011-03-04 00:13:39.537000,2012-08-22 02:04:28.681000,bill,Public Services|Transportation|Legal Issues|Legislative Affairs
nc,2011,upper,SB 2,Chamberlin's Law.,2011-02-01 17:38:01.185000,2012-08-22 02:04:18.378000,bill,Public Services|Animal Rights and Wildlife Issues|Legislative Affairs|Crime
nc,2011,upper,SB 20,Amend Law Regulating Proprietary Schools.,2011-02-02 05:19:26.322000,2012-08-30 01:52:39.492000,bill,Legal Issues|Legislative Affairs|Public Services|Other|State Agencies|Education|Business and Consumers
nc,2011,upper,SB 200,Alamance/Orange 9% Boundary.,2011-03-04 00:13:39.539000,2012-08-30 01:52:51.452000,bill,Environmental|Legislative Affairs|Municipal and County Issues
nc,2011,upper,SB 201,Alamance/Orange Boundary.,2011-03-04 00:13:39.541000,2012-08-30 01:52:51.585000,bill,Environmental|Legislative Affairs|Municipal and County Issues
nc,2011,upper,SB 202,6th Senatorial District Local Act.,2011-03-04 00:13:39.543000,2012-08-22 02:04:28.822000,bill,Municipal and County Issues|Legislative Affairs
nc,2011,upper,SB 203,Set Aside Paternity/Child Support.,2011-03-04 00:13:39.559000,2012-08-30 01:52:51.620000,bill,Public Services|Judiciary|Family and Children Issues|Legislative Affairs|Legal Issues
nc,2011,upper,SB 204,Public Entities & Contractors/Use E-Verify.,2011-03-04 00:13:39.562000,2012-08-22 02:04:28.863000,bill,Municipal and County Issues|Legislative Affairs|Public Services|Immigration|Labor and Employment|Business and Consumers
nc,2011,upper,SB 205,No Benefits for Illegal Aliens.,2011-03-04 00:13:39.566000,2012-08-30 01:52:51.642000,bill,Senior Issues|Public Services|Immigration|Health|Insurance|Welfare and Poverty
nc,2011,upper,SB 206,45th Senatorial District Local Act.,2011-03-04 00:13:39.568000,2012-08-22 02:04:28.876000,bill,Legislative Affairs|Municipal and County Issues
nc,2011,upper,SB 207,Increase Statutory Homestead Exemption.,2011-03-04 00:13:39.570000,2012-08-22 02:04:28.880000,bill,"Senior Issues|Legal Issues|Public Services|Other|Health|Budget, Spending, and Taxes|Housing and Property"
nc,2011,upper,SB 208,Conform State Law to Lawrence v. Texas.,2011-03-04 00:13:39.571000,2012-08-22 02:04:28.883000,bill,Public Services|Sexual Orientation and Gender Issues|Crime
nc,2011,upper,SB 209,Video Lottery Entertainment.,2011-03-04 00:13:39.573000,2012-08-22 02:04:28.887000,bill,Legal Issues|Public Services|Technology and Communication|Gambling and Gaming|State Agencies|Science and Medical Research
nc,2011,upper,SB 210,Religious Orgs./ Clarify Prop. Tax Exemption.,2011-03-04 00:13:39.575000,2012-08-22 02:04:28.894000,bill,"Social Issues|Legal Issues|Public Services|Federal, State, and Local Relations|Budget, Spending, and Taxes|Housing and Property|Business and Consumers"
nc,2011,upper,SB 211,Exempt Pallets for Ag Use From Sales Tax.,2011-03-04 00:13:39.579000,2012-08-22 02:04:28.899000,bill,"Agriculture and Food|Commerce|Public Services|Budget, Spending, and Taxes|Environmental"
nc,2011,upper,SB 212,Cemeteries/Survey Stamp.,2011-03-04 00:13:39.582000,2012-08-30 01:52:51.695000,bill,Housing and Property|Public Services|Other|Legislative Affairs
nc,2011,upper,SB 213,Waccamaw River/Isolated River Basin.,2011-03-04 00:13:39.585000,2012-08-22 02:04:29.060000,bill,Environmental|State Agencies|Municipal and County Issues|Public Services|Legislative Affairs
nc,2011,upper,SB 214,Transportation Map Corridors/Condemnation.,2011-03-04 00:13:39.588000,2012-08-30 01:52:51.791000,bill,Housing and Property|Public Services|Transportation|Legal Issues|Legislative Affairs
nc,2011,upper,SB 215,State Treasurer's Investments.-AB,2011-03-04 00:13:39.590000,2012-08-30 01:52:51.807000,bill,Commerce|State Agencies|Public Services
nc,2011,upper,SB 216,Increase Income Limit for Homestead Exclusion.,2011-03-04 00:13:39.593000,2012-08-22 02:04:29.089000,bill,"Senior Issues|Legal Issues|Public Services|Health|Budget, Spending, and Taxes|Housing and Property"
nc,2011,upper,SB 217,Promote Funding Availability.,2011-03-04 00:13:39.595000,2012-08-22 02:04:29.093000,bill,"Legal Issues|Municipal and County Issues|Public Services|Judiciary|Executive Branch|Crime|Federal, State, and Local Relations|Budget, Spending, and Taxes|State Agencies|Business and Consumers"
nc,2011,upper,SB 218,Study Expunction of Dismissals/NG Verdicts.,2011-03-04 00:13:39.596000,2012-08-22 02:04:29.097000,bill,State Agencies|Public Services|Legislative Affairs|Crime
nc,2011,upper,SB 219,OSP/Hiring of Ex-Offenders.,2011-03-04 00:13:39.608000,2012-08-22 02:04:29.100000,bill,State Agencies|Labor and Employment|Public Services|Judiciary|Crime
nc,2011,upper,SB 22,APA Rules: Limit Additional Costs.,2011-02-02 05:19:26.325000,2012-08-30 01:52:39.876000,bill,Public Services|Other|Legislative Affairs
nc,2011,upper,SB 220,General Statutes Comm/Collateral Consequences.,2011-03-04 00:13:39.610000,2012-08-22 02:04:29.105000,bill,Legal Issues|Public Services|Judiciary|Crime|Other|State Agencies|Education
