state,session,chamber,bill_id,vote_id,vote_chamber,motion,date,type,yes_count,no_count,other_count
nc,2009,upper,SB 464,NCV00002607,upper,Second Reading,2009-05-13 15:39:00,other,40,8,1
nc,2009,upper,SB 464,NCV00002608,upper,Motion 8\To Concur,2009-08-03 19:33:00,other,40,6,4
nc,2009,upper,SB 464,NCV00002609,lower,Third Reading,2009-07-29 16:16:00,other,95,20,5
nc,2009,upper,SB 464,NCV00002610,lower,Third Reading\M8 Re-Refer\Judiciary III,2009-07-29 16:03:00,other,56,59,5
nc,2009,upper,SB 464,NCV00002611,lower,Second Reading,2009-07-28 16:44:00,other,93,18,9
nc,2009,upper,SB 464,NCV00002612,lower,A2 Stevens\Second Reading,2009-07-28 16:44:00,other,55,58,7
nc,2009,upper,SB 464,NCV00002613,lower,A3 Ingle\Third Reading,2009-07-29 15:34:00,other,115,0,5
nc,2009,upper,SB 464,NCV00002614,lower,A4 Stevens\Third Reading,2009-07-29 15:48:00,other,56,59,5
nc,2009,upper,SB 465,NCV00002615,upper,Second Reading,2009-05-11 18:46:00,other,48,0,1
nc,2009,upper,SB 465,NCV00002616,lower,Second Reading,2009-07-20 19:24:00,other,104,4,12
nc,2009,upper,SB 467,NCV00002617,upper,Second Reading,2009-05-13 15:45:00,other,26,22,1
nc,2009,upper,SB 467,NCV00002618,upper,Third Reading,2009-05-14 10:41:00,other,27,19,3
nc,2009,upper,SB 467,NCV00002619,upper,Motion 8\To Concur,2009-07-07 16:11:00,other,40,8,2
nc,2009,upper,SB 467,NCV00002620,upper,Amendment 1,2009-05-12 16:10:00,other,48,0,1
nc,2009,upper,SB 467,NCV00002621,lower,Second Reading,2009-06-30 16:19:00,other,114,2,4
nc,2009,upper,SB 467,NCV00002622,lower,A1 Gibson\Second Reading,2009-06-30 16:00:00,other,116,1,3
nc,2009,upper,SB 468,NCV00002623,upper,Motion 10,2009-05-14 10:11:00,other,33,14,2
nc,2009,upper,SB 468,NCV00002624,upper,Amendment 1,2009-05-14 09:51:00,other,47,0,2
nc,2009,upper,SB 468,NCV00002625,upper,Amendment 2,2009-05-14 12:00:00,other,44,0,5
nc,2009,upper,SB 468,NCV00002626,upper,Second Reading,2009-05-14 12:00:00,other,43,1,5
nc,2009,upper,SB 468,NCV00002627,upper,Conference Rpt\Motion 7\To Adopt,2009-08-06 12:36:00,other,43,1,6
nc,2009,upper,SB 468,NCV00002628,upper,Motion 8\To Concur,2009-07-23 11:48:00,other,0,45,5
nc,2009,upper,SB 468,NCV00002629,lower,Second Reading,2009-06-23 16:58:00,other,109,5,6
nc,2009,upper,SB 468,NCV00002630,lower,C Rpt Adopt,2009-08-06 16:41:00,other,105,5,10
nc,2009,upper,SB 475,NCV00002631,upper,Motion 8\To Concur,2009-08-04 16:39:00,other,46,0,4
nc,2009,upper,SB 475,NCV00002632,lower,Second Reading,2009-07-30 11:40:00,other,99,8,13
nc,2009,upper,SB 479,NCV00002633,upper,Second Reading,2009-05-21 11:13:00,other,48,0,2
nc,2009,upper,SB 479,NCV00002634,upper,Third Reading,2009-05-26 14:54:00,other,49,0,1
nc,2009,upper,SB 481,NCV00002635,upper,Motion 8\To Concur,2009-07-08 16:47:00,other,43,0,7
nc,2009,upper,SB 481,NCV00002636,upper,Second Reading,2009-04-16 11:15:00,other,48,0,2
nc,2009,upper,SB 481,NCV00002637,lower,Second Reading,2009-07-06 19:29:00,other,111,1,8
nc,2009,upper,SB 482,NCV00002638,upper,Second Reading,2009-04-16 11:17:00,other,48,0,2
nc,2009,upper,SB 482,NCV00002639,lower,Second Reading,2009-06-22 19:36:00,other,116,0,4
nc,2009,upper,SB 483,NCV00002640,upper,Second Reading,2009-04-16 11:18:00,other,48,0,2
nc,2009,upper,SB 483,NCV00002641,lower,Second Reading,2009-07-01 15:00:00,other,116,0,4
nc,2009,upper,SB 484,NCV00002642,upper,Second Reading,2009-04-01 15:23:00,other,49,0,1
nc,2009,upper,SB 484,NCV00002643,lower,Second Reading,2009-06-04 13:55:00,other,112,0,6
nc,2009,upper,SB 488,NCV00002645,lower,Second Reading,2009-08-10 20:46:00,other,61,52,7
nc,2009,upper,SB 489,NCV00002647,lower,Third Reading,2009-08-10 21:29:00,other,63,50,7
nc,2009,upper,SB 489,NCV00002648,lower,Second Reading,2009-08-10 21:00:00,other,61,53,6
nc,2009,upper,SB 495,NCV00002649,upper,Third Reading\Motion 8\To Concur,2009-07-01 14:45:00,other,48,1,1
nc,2009,upper,SB 495,NCV00002650,upper,Second Reading\Motion 8\To Concur,2009-06-30 15:22:00,other,47,1,2
nc,2009,upper,SB 495,NCV00002651,lower,Second Reading,2009-06-25 14:05:00,other,99,16,5
nc,2009,upper,SB 495,NCV00002652,lower,A1 Brown\Second Reading,2009-06-25 14:05:00,other,44,71,5
nc,2009,upper,SB 495,NCV00002653,lower,Third Reading,2009-06-29 19:40:00,other,87,29,4
nc,2009,upper,SB 498,NCV00002654,upper,Motion 8\To Concur,2009-06-23 15:54:00,other,46,0,4
nc,2009,upper,SB 499,NCV00002655,lower,Second Reading,2009-05-04 19:35:00,other,115,0,5
nc,2009,upper,SB 5,NCV00002656,upper,Second Reading,2009-02-18 15:14:00,other,50,0,0
nc,2009,upper,SB 5,NCV00002657,upper,Amendment 1,2009-02-18 15:12:00,other,50,0,0
nc,2009,upper,SB 5,NCV00002658,lower,Second Reading,2009-03-11 15:23:00,other,115,0,5
nc,2009,upper,SB 503,NCV00002659,upper,Motion 8\To Concur,2009-06-24 15:13:00,other,46,0,4
nc,2009,upper,SB 503,NCV00002660,lower,Second Reading,2009-06-22 19:29:00,other,84,32,4
nc,2009,upper,SB 504,NCV00002661,lower,Second Reading,2009-07-01 14:57:00,other,93,22,5
nc,2009,upper,SB 509,NCV00002662,upper,Second Reading\Motion 8\To Concur,2009-07-30 11:19:00,other,45,0,5
nc,2009,upper,SB 509,NCV00002663,upper,Third Reading\Motion 8\To Concur,2009-08-03 19:29:00,other,46,0,4
nc,2009,upper,SB 509,NCV00002664,upper,Third Reading,2009-06-15 19:12:00,other,45,0,5
nc,2009,upper,SB 509,NCV00002665,upper,Second Reading,2009-06-11 11:24:00,other,45,0,5
nc,2009,upper,SB 509,NCV00002666,lower,Second Reading,2009-07-21 15:24:00,other,116,0,4
nc,2009,upper,SB 509,NCV00002667,lower,Third Reading,2009-07-22 14:29:00,other,117,0,3
nc,2009,upper,SB 513,NCV00002668,upper,Amendment 1,2009-04-07 16:18:00,other,49,0,1
nc,2009,upper,SB 513,NCV00002669,upper,Second Reading,2009-04-07 16:19:00,other,49,0,1
nc,2009,upper,SB 513,NCV00002670,upper,Motion 8\To Concur,2009-07-27 19:30:00,other,46,0,4
nc,2009,upper,SB 513,NCV00002671,lower,A1 Samuelson\Second Reading,2009-06-29 19:59:00,other,113,1,6
nc,2009,upper,SB 513,NCV00002672,lower,Second Reading,2009-07-22 14:32:00,other,117,0,3
nc,2009,upper,SB 514,NCV00002673,upper,Second Reading,2009-05-06 15:49:00,other,47,1,1
nc,2009,upper,SB 514,NCV00002674,upper,Motion 8\To Concur,2009-07-27 19:31:00,other,46,0,4
nc,2009,upper,SB 514,NCV00002675,lower,Second Reading,2009-07-16 14:07:00,other,106,6,8
nc,2009,upper,SB 52,NCV00002676,upper,Motion 8\To Concur,2009-06-02 15:16:00,other,49,0,1
nc,2009,upper,SB 52,NCV00002677,lower,Second Reading,2009-05-28 14:03:00,other,110,5,4
nc,2009,upper,SB 526,NCV00002678,upper,Third Reading,2009-05-06 16:25:00,other,26,22,1
nc,2009,upper,SB 526,NCV00002679,upper,Amendment 2,2009-05-05 15:59:00,other,26,22,1
nc,2009,upper,SB 526,NCV00002681,upper,Amendment 3\Motion 1\To Table,2009-05-05 16:11:00,other,26,22,1
nc,2009,upper,SB 526,NCV00002682,lower,Second Reading\M8 Re-Refer\Education,2009-06-22 21:00:00,other,57,59,4
nc,2009,upper,SB 526,NCV00002683,lower,Third Reading\M3 Previous\Question,2009-06-23 16:43:00,other,75,37,8
nc,2009,upper,SB 526,NCV00002684,lower,A3 Wiley\Third Reading\M12 Suspend\Rules,2009-06-23 16:37:00,other,50,63,7
nc,2009,upper,SB 526,NCV00002685,lower,Third Reading\M12 Suspend\Rules,2009-06-23 16:03:00,other,52,63,5
nc,2009,upper,SB 526,NCV00002686,lower,A2 Blackwell\Third Reading,2009-06-23 16:33:00,other,54,61,5
nc,2009,upper,SB 526,NCV00002687,lower,A1 Blust\Third Reading,2009-06-23 16:24:00,other,50,65,5
nc,2009,upper,SB 526,NCV00002688,lower,Third Reading\M12 To Lay On\Table/Reconsid\er/Clincher,2009-06-23 16:45:00,other,63,51,6
nc,2009,upper,SB 526,NCV00002689,lower,Third Reading,2009-06-23 16:43:00,other,58,57,5
nc,2009,upper,SB 526,NCV00002690,lower,Third Reading\Motion 12- Rep\. Stam Request\to Recess,2009-06-23 16:45:00,other,51,63,6
nc,2009,upper,SB 526,NCV00002691,lower,Second Reading,2009-06-22 21:11:00,other,59,57,4
nc,2009,upper,SB 53,NCV00002692,lower,Third Reading,2009-07-28 15:26:00,other,93,21,6
nc,2009,upper,SB 53,NCV00002693,lower,Second Reading,2009-07-27 19:35:00,other,87,24,9
nc,2009,upper,SB 535,NCV00002694,upper,Amendment 1,2009-08-03 19:12:00,other,46,0,4
nc,2009,upper,SB 535,NCV00002695,upper,Second Reading,2009-08-04 16:33:00,other,45,0,5
nc,2009,upper,SB 535,NCV00002696,upper,Third Reading,2009-08-05 15:23:00,other,43,0,7
nc,2009,upper,SB 535,NCV00002697,lower,Second Reading,2009-08-06 17:01:00,other,111,0,9
nc,2009,upper,SB 535,NCV00002698,lower,Third Reading,2009-08-10 21:22:00,other,114,0,6
nc,2009,upper,SB 540,NCV00002699,lower,Second Reading,2009-06-25 14:13:00,other,115,0,5
nc,2009,upper,SB 543,NCV00002700,upper,Second Reading,2009-04-07 16:04:00,other,39,9,2
nc,2009,upper,SB 543,NCV00002701,upper,Motion 8\To Concur,2009-06-24 15:15:00,other,36,10,4
nc,2009,upper,SB 543,NCV00002702,upper,Third Reading,2009-04-08 14:58:00,other,37,11,2
nc,2009,upper,SB 543,NCV00002703,lower,Third Reading,2009-06-22 19:26:00,other,84,32,4
nc,2009,upper,SB 543,NCV00002704,lower,Second Reading,2009-06-18 13:42:00,other,88,31,1
nc,2009,upper,SB 548,NCV00002705,upper,Second Reading,2009-04-16 11:08:00,other,48,0,2
nc,2009,upper,SB 548,NCV00002706,lower,Second Reading,2009-05-27 15:40:00,other,114,0,5
nc,2009,upper,SB 550,NCV00002707,upper,Second Reading,2009-03-26 11:10:00,other,48,0,2
nc,2009,upper,SB 553,NCV00002708,upper,Third Reading,2009-07-20 19:05:00,other,42,0,8
nc,2009,upper,SB 553,NCV00002709,upper,Second Reading,2009-07-16 11:16:00,other,46,0,4
nc,2009,upper,SB 553,NCV00002710,lower,Third Reading,2009-08-10 21:23:00,other,113,0,7
nc,2009,upper,SB 553,NCV00002711,lower,Second Reading,2009-08-06 13:47:00,other,111,0,9
nc,2009,upper,SB 556,NCV00002712,upper,Motion 8\To Concur,2009-07-30 13:23:00,other,38,0,12
nc,2009,upper,SB 556,NCV00002713,lower,Second Reading,2009-07-29 15:28:00,other,115,0,5
nc,2009,upper,SB 56,NCV00002714,upper,Second Reading,2009-05-12 15:48:00,other,47,1,1
nc,2009,upper,SB 56,NCV00002715,lower,Second Reading,2009-07-13 20:09:00,other,112,0,8
nc,2009,upper,SB 560,NCV00002716,lower,Second Reading,2009-06-29 19:42:00,other,116,0,4
nc,2009,upper,SB 563,NCV00002717,upper,Second Reading,2009-07-27 19:11:00,other,46,0,4
nc,2009,upper,SB 563,NCV00002718,upper,Motion 8\To Concur,2009-08-07 11:47:00,other,43,0,7
nc,2009,upper,SB 563,NCV00002719,lower,Second Reading,2009-08-06 17:48:00,other,109,0,11
nc,2009,upper,SB 563,NCV00002720,lower,Third Reading,2009-08-06 17:49:00,other,108,0,12
nc,2009,upper,SB 564,NCV00002721,upper,Third Reading,2009-04-21 14:24:00,other,49,0,0
nc,2009,upper,SB 564,NCV00002722,upper,Amendment 1,2009-04-21 14:23:00,other,49,0,0
nc,2009,upper,SB 564,NCV00002723,upper,Motion 8\To Concur,2009-07-01 14:52:00,other,49,0,1
nc,2009,upper,SB 564,NCV00002724,upper,Second Reading,2009-04-16 11:28:00,other,48,0,2
nc,2009,upper,SB 564,NCV00002725,lower,Second Reading,2009-06-29 20:08:00,other,115,1,4
nc,2009,upper,SB 567,NCV00002726,upper,Second Reading,2009-05-06 15:53:00,other,47,1,1
nc,2009,upper,SB 567,NCV00002727,upper,Amendment 1,2009-05-06 15:51:00,other,48,0,1
nc,2009,upper,SB 567,NCV00002728,upper,Conference Rpt\Motion 7\To Adopt,2010-07-07 15:51:00,other,48,0,2
nc,2009,upper,SB 567,NCV00002729,upper,Motion 8\To Concur,2010-06-09 15:19:00,other,0,50,0
nc,2009,upper,SB 567,NCV00002730,lower,C Rpt Adopt,2010-07-07 15:33:00,other,113,0,7
nc,2009,upper,SB 567,NCV00002731,lower,Second Reading,2010-05-27 12:48:00,other,116,0,4
nc,2009,upper,SB 567,NCV00002732,lower,Third Reading,2010-06-01 15:12:00,other,115,0,5
nc,2009,upper,SB 570,NCV00002733,upper,Third Reading,2009-04-07 15:59:00,other,47,0,3
nc,2009,upper,SB 570,NCV00002734,upper,Motion 8\To Concur,2009-07-08 14:18:00,other,46,0,4
nc,2009,upper,SB 570,NCV00002735,upper,Second Reading,2009-04-02 11:22:00,other,48,0,2
nc,2009,upper,SB 570,NCV00002736,lower,Third Reading,2009-07-06 19:21:00,other,111,0,9
nc,2009,upper,SB 570,NCV00002737,lower,Second Reading,2009-07-02 13:38:00,other,114,0,6
nc,2009,upper,SB 575,NCV00002738,upper,Second Reading,2009-05-07 11:40:00,other,40,7,2
nc,2009,upper,SB 575,NCV00002739,upper,Third Reading\Motion 8\To Concur,2009-06-01 19:44:00,other,40,8,2
nc,2009,upper,SB 575,NCV00002740,upper,Second Reading\Motion 8\To Concur,2009-05-28 11:59:00,other,42,6,2
nc,2009,upper,SB 575,NCV00002741,upper,Third Reading,2009-05-11 18:22:00,other,36,10,3
nc,2009,upper,SB 575,NCV00002742,lower,Third Reading,2009-05-27 16:14:00,other,79,35,5
nc,2009,upper,SB 575,NCV00002743,lower,Second Reading,2009-05-26 17:23:00,other,81,31,7
nc,2009,upper,SB 575,NCV00002744,lower,A1 Stam\Second Reading,2009-05-26 17:03:00,other,35,77,7
nc,2009,upper,SB 580,NCV00002745,upper,Third Reading,2009-07-08 16:35:00,other,39,4,7
nc,2009,upper,SB 580,NCV00002746,upper,Second Reading,2009-07-07 15:59:00,other,44,4,2
nc,2009,upper,SB 583,NCV00002747,upper,Second Reading,2009-05-13 18:46:00,other,45,2,2
nc,2009,upper,SB 584,NCV00002748,upper,Second Reading\Motion 8\To Concur,2009-07-08 16:43:00,other,42,0,8
nc,2009,upper,SB 584,NCV00002749,upper,Third Reading\Motion 8\To Concur,2009-07-09 12:48:00,other,42,0,8
nc,2009,upper,SB 584,NCV00002750,upper,Second Reading,2009-05-28 11:18:00,other,47,0,3
nc,2009,upper,SB 584,NCV00002751,lower,Third Reading,2009-07-06 19:24:00,other,103,8,9
nc,2009,upper,SB 584,NCV00002752,lower,Second Reading,2009-07-02 13:42:00,other,105,9,6
nc,2009,upper,SB 586,NCV00002753,upper,Second Reading,2009-05-14 12:02:00,other,42,2,5
nc,2009,upper,SB 586,NCV00002754,lower,Second Reading,2009-06-30 16:13:00,other,112,4,4
nc,2009,upper,SB 59,NCV00002755,upper,Motion 8\To Concur,2010-06-16 16:05:00,other,47,0,3
nc,2009,upper,SB 59,NCV00002756,upper,Second Reading,2009-03-23 19:08:00,other,39,5,6
nc,2009,upper,SB 59,NCV00002757,lower,Second Reading,2010-05-24 18:20:00,other,104,2,14
nc,2009,upper,SB 595,NCV00002758,upper,Second Reading,2009-05-14 09:19:00,other,46,0,3
nc,2009,upper,SB 595,NCV00002759,upper,Amendment 1,2009-05-14 09:17:00,other,46,0,3
nc,2009,upper,SB 595,NCV00002760,upper,Motion 8\To Concur,2010-06-24 11:54:00,other,41,0,9
nc,2009,upper,SB 595,NCV00002761,lower,Second Reading,2010-06-16 15:33:00,other,116,0,4
nc,2009,upper,SB 6,NCV00002762,upper,Second Reading,2009-05-13 18:56:00,other,30,17,2
nc,2009,upper,SB 60,NCV00002763,upper,Second Reading,2009-03-16 19:04:00,other,46,0,4
nc,2009,upper,SB 60,NCV00002764,upper,Third Reading,2009-03-17 12:10:00,other,48,0,2
nc,2009,upper,SB 60,NCV00002765,lower,Third Reading,2009-06-22 19:20:00,other,117,0,3
nc,2009,upper,SB 60,NCV00002766,lower,Second Reading,2009-06-18 13:35:00,other,119,0,1
nc,2009,upper,SB 600,NCV00002767,upper,Third Reading,2009-05-07 11:11:00,other,45,1,3
nc,2009,upper,SB 600,NCV00002768,upper,Second Reading,2009-05-06 15:35:00,other,48,0,1
nc,2009,upper,SB 600,NCV00002769,upper,Motion 8\To Concur,2009-07-29 16:06:00,other,47,0,3
nc,2009,upper,SB 600,NCV00002770,lower,Second Reading,2009-07-15 17:05:00,other,114,4,2
nc,2009,upper,SB 605,NCV00002771,upper,Second Reading,2009-05-06 15:55:00,other,48,0,1
nc,2009,upper,SB 605,NCV00002772,lower,Second Reading,2009-07-02 13:45:00,other,112,0,8
nc,2009,upper,SB 606,NCV00002773,upper,Second Reading,2009-05-06 15:57:00,other,48,0,1
nc,2009,upper,SB 606,NCV00002774,upper,Third Reading\Motion 8\To Concur,2009-07-28 15:11:00,other,45,0,5
nc,2009,upper,SB 606,NCV00002775,upper,Second Reading\Motion 8\To Concur,2009-07-27 19:25:00,other,46,0,4
nc,2009,upper,SB 606,NCV00002776,lower,Second Reading,2009-07-15 16:06:00,other,110,6,4
nc,2009,upper,SB 606,NCV00002777,lower,Third Reading,2009-07-16 13:28:00,other,114,4,2
nc,2009,upper,SB 617,NCV00002778,upper,Second Reading,2009-04-01 15:25:00,other,49,0,1
nc,2009,upper,SB 617,NCV00002779,lower,Second Reading,2009-05-27 15:22:00,other,114,0,5
nc,2009,upper,SB 618,NCV00002780,upper,Third Reading,2009-04-20 19:10:00,other,47,0,2
nc,2009,upper,SB 618,NCV00002781,upper,Second Reading,2009-04-16 11:12:00,other,48,0,2
nc,2009,upper,SB 618,NCV00002782,lower,Second Reading,2009-07-15 16:07:00,other,116,1,3
nc,2009,upper,SB 618,NCV00002783,lower,Third Reading,2009-07-16 13:28:00,other,117,1,2
nc,2009,upper,SB 622,NCV00002784,upper,Second Reading,2009-05-11 18:49:00,other,48,0,1
nc,2009,upper,SB 625,NCV00002785,upper,Second Reading,2009-04-21 14:10:00,other,48,0,1
nc,2009,upper,SB 625,NCV00002786,lower,Second Reading,2009-06-16 15:44:00,other,109,2,7
nc,2009,upper,SB 625,NCV00002787,lower,Third Reading,2009-06-17 15:31:00,other,116,0,2
nc,2009,upper,SB 628,NCV00002788,upper,Second Reading,2009-05-14 09:21:00,other,46,0,3
nc,2009,upper,SB 628,NCV00002789,upper,Motion 8\To Concur,2009-07-14 15:29:00,other,0,47,3
nc,2009,upper,SB 628,NCV00002790,upper,Conference Rpt\Motion 7\To Adopt,2009-07-29 16:17:00,other,47,0,3
nc,2009,upper,SB 628,NCV00002791,lower,Second Reading,2009-07-08 16:08:00,other,116,0,4
nc,2009,upper,SB 628,NCV00002792,lower,C Rpt Adopt,2009-07-29 15:17:00,other,115,0,5
nc,2009,upper,SB 631,NCV00002793,upper,Third Reading,2009-04-07 16:06:00,other,49,0,1
nc,2009,upper,SB 631,NCV00002794,upper,Motion 8\To Concur,2009-08-07 13:08:00,other,42,0,8
nc,2009,upper,SB 631,NCV00002795,upper,Second Reading,2009-04-02 11:26:00,other,48,0,2
nc,2009,upper,SB 631,NCV00002796,lower,Second Reading,2009-08-06 22:45:00,other,103,2,15
nc,2009,upper,SB 631,NCV00002797,lower,A1 Stam\Third Reading,2009-08-06 22:58:00,other,102,2,16
nc,2009,upper,SB 631,NCV00002798,lower,Third Reading,2009-08-06 22:58:00,other,105,0,15
nc,2009,upper,SB 632,NCV00002799,upper,Second Reading,2009-04-30 12:13:00,other,48,0,1
nc,2009,upper,SB 633,NCV00002800,upper,Second Reading,2009-04-01 15:27:00,other,49,0,1
nc,2009,upper,SB 633,NCV00002801,lower,Second Reading,2009-05-27 16:04:00,other,113,0,6
nc,2009,upper,SB 634,NCV00002802,upper,Second Reading,2009-05-11 18:51:00,other,48,0,1
nc,2009,upper,SB 634,NCV00002803,upper,Motion 8\To Concur,2009-06-30 15:30:00,other,48,0,2
nc,2009,upper,SB 634,NCV00002804,lower,Second Reading,2009-06-24 15:36:00,other,116,0,4
nc,2009,upper,SB 634,NCV00002805,lower,A1 Stam\Second Reading,2009-06-24 15:35:00,other,117,0,3
nc,2009,upper,SB 636,NCV00002806,upper,Second Reading,2009-04-29 13:25:00,other,48,0,1
nc,2009,upper,SB 64,NCV00002807,upper,Motion 8\To Concur,2009-08-04 17:28:00,other,44,2,4
nc,2009,upper,SB 64,NCV00002808,upper,Amendment 1,2009-03-11 15:14:00,other,49,0,1
nc,2009,upper,SB 64,NCV00002809,upper,Third Reading,2009-03-11 15:27:00,other,41,7,2
nc,2009,upper,SB 64,NCV00002810,upper,Second Reading,2009-03-11 15:24:00,other,42,6,2
nc,2009,upper,SB 64,NCV00002811,upper,Amendment 2,2009-03-11 15:23:00,other,49,0,1
nc,2009,upper,SB 64,NCV00002812,lower,Second Reading,2009-07-29 16:41:00,other,94,21,5
nc,2009,upper,SB 64,NCV00002813,lower,A1 Folwell\Second Reading,2009-07-29 16:40:00,other,104,11,5
nc,2009,upper,SB 64,NCV00002814,lower,Third Reading,2009-07-30 13:19:00,other,75,33,12
nc,2009,upper,SB 643,NCV00002815,upper,Second Reading,2009-05-06 16:04:00,other,48,0,1
nc,2009,upper,SB 643,NCV00002816,upper,Amendment 1,2009-05-06 16:03:00,other,48,0,1
nc,2009,upper,SB 643,NCV00002817,upper,House Amd. 1\Motion 8\To Concur,2009-07-29 16:08:00,other,0,47,3
nc,2009,upper,SB 643,NCV00002818,upper,Conference Rpt\Motion 7\To Adopt,2009-08-06 19:36:00,other,41,0,9
nc,2009,upper,SB 643,NCV00002819,lower,Third Reading,2009-07-27 19:59:00,other,110,1,9
nc,2009,upper,SB 643,NCV00002820,lower,A1 Blackwell\Third Reading,2009-07-27 19:58:00,other,110,1,9
nc,2009,upper,SB 643,NCV00002821,lower,Second Reading,2009-07-23 13:40:00,other,115,0,5
nc,2009,upper,SB 643,NCV00002822,lower,C Rpt Adopt,2009-08-10 19:31:00,other,112,1,7
nc,2009,upper,SB 647,NCV00002823,upper,Second Reading,2009-04-28 15:51:00,other,49,0,0
nc,2009,upper,SB 647,NCV00002824,upper,Third Reading\Motion 8\To Concur,2009-07-16 11:29:00,other,48,0,2
nc,2009,upper,SB 647,NCV00002825,upper,Second Reading\Motion 8\To Concur,2009-07-15 17:07:00,other,47,0,3
nc,2009,upper,SB 647,NCV00002826,upper,Third Reading,2009-04-29 14:02:00,other,47,0,2
nc,2009,upper,SB 647,NCV00002827,lower,Third Reading,2009-07-13 20:01:00,other,112,0,8
nc,2009,upper,SB 647,NCV00002828,lower,Second Reading,2009-07-09 15:01:00,other,114,0,6
nc,2009,upper,SB 648,NCV00002829,upper,Second Reading,2009-05-11 18:54:00,other,47,1,1
nc,2009,upper,SB 648,NCV00002830,lower,Second Reading,2009-06-18 13:57:00,other,119,0,1
nc,2009,upper,SB 649,NCV00002831,upper,Second Reading,2009-05-13 15:50:00,other,47,0,2
nc,2009,upper,SB 649,NCV00002832,upper,Motion 8\To Concur,2009-06-25 13:36:00,other,46,0,4
nc,2009,upper,SB 649,NCV00002833,lower,Second Reading,2009-06-23 15:28:00,other,114,1,5
nc,2009,upper,SB 65,NCV00002834,upper,Second Reading,2009-03-25 16:16:00,other,48,0,2
nc,2009,upper,SB 65,NCV00002835,upper,Motion 8\To Concur,2009-07-14 15:28:00,other,47,0,3
nc,2009,upper,SB 65,NCV00002836,lower,Second Reading,2009-07-09 15:04:00,other,114,0,6
nc,2009,upper,SB 650,NCV00002837,upper,Second Reading,2009-04-22 15:24:00,other,49,0,0
nc,2009,upper,SB 650,NCV00002838,upper,Motion 8\To Concur,2010-07-06 13:14:00,other,47,0,3
nc,2009,upper,SB 652,NCV00002839,upper,Motion 8\To Concur,2009-06-23 17:32:00,other,43,3,4
nc,2009,upper,SB 652,NCV00002840,upper,Second Reading,2009-04-16 11:34:00,other,46,2,2
nc,2009,upper,SB 652,NCV00002841,lower,Second Reading,2009-06-18 13:59:00,other,110,6,4
nc,2009,upper,SB 653,NCV00002842,upper,Second Reading,2009-04-22 15:27:00,other,49,0,0
nc,2009,upper,SB 655,NCV00002843,upper,Second Reading,2010-05-27 10:35:00,other,38,4,8
nc,2009,upper,SB 655,NCV00002844,upper,Third Reading,2010-06-01 14:19:00,other,42,5,3
nc,2009,upper,SB 655,NCV00002845,upper,Third Reading\Motion 8\To Concur,2010-07-08 10:37:00,other,44,3,3
nc,2009,upper,SB 655,NCV00002846,upper,Second Reading\Motion 8\To Concur,2010-07-07 15:15:00,other,46,2,2
nc,2009,upper,SB 655,NCV00002847,lower,Second Reading,2010-07-01 13:58:00,other,101,7,12
nc,2009,upper,SB 655,NCV00002848,lower,A1 Weiss\Second Reading,2010-07-01 13:57:00,other,108,0,12
nc,2009,upper,SB 655,NCV00002849,lower,Third Reading,2010-07-06 14:38:00,other,98,15,7
nc,2009,upper,SB 658,NCV00002850,upper,Second Reading,2009-05-14 09:23:00,other,46,0,3
nc,2009,upper,SB 658,NCV00002851,upper,Conference Rpt\Motion 7\To Adopt,2009-07-22 16:31:00,other,45,0,5
nc,2009,upper,SB 658,NCV00002852,upper,Motion 8\To Concur,2009-06-30 15:32:00,other,0,48,2
nc,2009,upper,SB 658,NCV00002853,lower,Second Reading,2009-06-25 15:43:00,other,110,2,8
nc,2009,upper,SB 658,NCV00002854,lower,C Rpt Adopt,2009-07-22 16:59:00,other,113,1,6
nc,2009,upper,SB 66,NCV00002855,upper,Motion 8\To Concur,2010-06-23 15:50:00,other,47,0,3
nc,2009,upper,SB 66,NCV00002856,upper,Third Reading,2009-04-14 14:16:00,other,39,10,1
nc,2009,upper,SB 66,NCV00002857,upper,Second Reading,2009-04-09 10:40:00,other,34,13,3
nc,2009,upper,SB 66,NCV00002858,lower,Second Reading,2010-06-16 15:30:00,other,116,0,4
nc,2009,upper,SB 660,NCV00002859,upper,Second Reading,2009-05-13 15:53:00,other,48,0,1
nc,2009,upper,SB 660,NCV00002860,upper,Conference Rpt\Motion 7\To Adopt,2009-07-30 11:20:00,other,45,0,5
nc,2009,upper,SB 660,NCV00002861,upper,Motion 8\To Concur,2009-07-27 19:32:00,other,0,46,4
nc,2009,upper,SB 660,NCV00002862,lower,C Rpt Adopt,2009-07-30 11:27:00,other,105,2,13
nc,2009,upper,SB 660,NCV00002863,lower,A1 Justice\Second Reading,2009-07-15 17:11:00,other,118,0,2
nc,2009,upper,SB 660,NCV00002864,lower,Second Reading,2009-07-15 17:24:00,other,116,2,2
nc,2009,upper,SB 660,NCV00002865,lower,Third Reading,2009-07-16 13:32:00,other,116,2,2
nc,2009,upper,SB 660,NCV00002866,lower,A2 Moore\Third Reading,2009-07-16 13:31:00,other,116,1,3
nc,2009,upper,SB 661,NCV00002867,upper,Second Reading,2009-05-13 15:59:00,other,47,1,1
nc,2009,upper,SB 661,NCV00002868,upper,Third Reading,2009-05-13 18:57:00,other,46,1,2
